Data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Média;Mediana;Moda;Desvio padrão;Índice de curtose;,,,,,,,,
25/07/2017;10,15;1,00038370;394.729.038.761,89;981;10,15;10,14;10,15;0,023;3.242,501;
24/07/2017;10,15;1,00038370;392.065.997.857,3;957;10,15;10,14;10,15;0,036;710,671;
21/07/2017;10,15;1,00038370;394.540.297.968,34;925;10,15;10,14;10,15;0,025;1.490,82;
20/07/2017;10,15;1,00038370;445.126.676.584,35;883;10,15;10,14;10,15;0,033;893,454;
19/07/2017;10,15;1,00038370;432.828.935.401,2;935;10,15;10,14;10,15;0,021;2.066,804;
18/07/2017;10,15;1,00038370;434.846.323.240,83;920;10,15;10,14;10,15;0,025;5.346,656;
17/07/2017;10,15;1,00038370;432.491.435.323,01;894;10,15;10,14;10,15;0,02;2.839,873;
14/07/2017;10,15;1,00038370;435.909.228.940,13;975;10,15;10,14;10,15;0,026;667,3;
13/07/2017;10,15;1,00038370;460.664.482.927,6;871;10,15;10,14;10,15;0,019;3.400,174;
12/07/2017;10,15;1,00038370;457.498.035.217,16;860;10,15;10,14;10,15;0,021;2.302,618;
11/07/2017;10,15;1,00038370;465.776.036.886,37;885;10,15;10,14;10,15;0,026;6.342,758;
10/07/2017;10,15;1,00038370;452.951.403.981,78;897;10,15;10,14;10,15;0,02;1.726,296;
07/07/2017;10,15;1,00038370;458.604.899.663,45;909;10,15;10,14;10,15;0,023;2.784,076;
06/07/2017;10,15;1,00038370;460.814.001.569,69;882;10,15;10,14;10,15;0,021;2.792,301;
05/07/2017;10,15;1,00038370;457.791.768.839,2;916;10,15;10,14;10,15;0,027;1.302,201;
04/07/2017;10,15;1,00038370;448.871.333.415;929;10,15;10,14;10,15;0,023;1.310,889;,
03/07/2017;10,15;1,00038370;442.305.315.190,3;976;10,15;10,14;10,15;0,044;945,853;
30/06/2017;10,15;1,00038370;327.771.404.466,42;995;10,15;10,14;10,15;0,032;910,051;
29/06/2017;10,15;1,00038370;357.779.666.792;932;10,15;10,14;10,15;0,026;3.654,733;,
28/06/2017;10,15;1,00038370;357.554.562.220,4;969;10,15;10,14;10,15;0,029;1.148,553;
27/06/2017;10,15;1,00038370;336.405.296.986,17;935;10,15;10,14;10,15;0,027;1.028,882;
26/06/2017;10,15;1,00038370;326.434.886.418,39;938;10,14;10,14;10,15;0,031;996,259;
23/06/2017;10,15;1,00038370;337.172.583.393,22;978;10,15;10,14;10,15;0,025;881,188;
22/06/2017;10,15;1,00038370;346.409.866.679,14;952;10,15;10,14;10,15;0,025;346,492;
21/06/2017;10,15;1,00038370;352.688.167.510,8;944;10,15;10,14;10,15;0,029;904,831;
20/06/2017;10,15;1,00038370;375.585.311.803,1;937;10,15;10,14;10,15;0,023;273,313;
19/06/2017;10,15;1,00038370;370.877.947.727,44;961;10,15;10,14;10,15;0,024;1.119,486;
16/06/2017;10,15;1,00038370;355.724.189.040,27;935;10,15;10,14;10,15;0,031;596,148;
14/06/2017;10,15;1,00038370;374.983.947.865,9;894;10,15;10,14;10,15;0,032;1.724,526;
13/06/2017;10,15;1,00038370;374.536.128.708,78;911;10,15;10,14;10,15;0,024;792,349;
12/06/2017;10,15;1,00038370;367.504.469.010,97;944;10,15;10,14;10,15;0,02;1.833,867;
09/06/2017;10,15;1,00038370;356.316.808.793,59;962;10,15;10,14;10,15;0,023;1.574,282;
08/06/2017;10,15;1,00038370;386.386.688.658,86;926;10,15;10,14;10,15;0,026;1.864,475;
07/06/2017;10,15;1,00038370;359.735.558.217,71;944;10,15;10,14;10,15;0,023;1.694,77;
06/06/2017;10,15;1,00038370;354.063.491.950,95;926;10,15;10,14;10,15;0,021;2.827,981;
05/06/2017;10,15;1,00038370;360.236.380.843;970;10,15;10,14;10,15;0,021;1.508,686;,
02/06/2017;10,15;1,00038370;348.796.172.009,36;876;10,15;10,14;10,15;0,027;1.053,451;
01/06/2017;10,15;1,00038370;370.042.501.974,15;978;10,15;10,14;10,15;0,042;716,455;
31/05/2017;11,15;1,00041957;391.063.818.827,13;1008;11,15;11,14;11,15;0,042;647,099;
30/05/2017;11,15;1,00041957;372.505.225.706,84;986;11,14;11,14;11,15;0,063;275,811;
29/05/2017;11,15;1,00041957;368.111.950.283,18;991;11,14;11,14;11,15;0,085;264,943;
26/05/2017;11,15;1,00041957;370.899.563.514,29;995;11,15;11,14;11,15;0,027;1.528,22;
25/05/2017;11,15;1,00041957;388.892.304.342,47;968;11,15;11,14;11,15;0,032;734,394;
24/05/2017;11,15;1,00041957;387.809.341.160,71;992;11,15;11,14;11,15;0,025;1.217,067;
23/05/2017;11,15;1,00041957;379.649.871.928,84;979;11,14;11,14;11,15;0,042;564,045;
22/05/2017;11,15;1,00041957;382.573.095.079,06;977;11,15;11,14;11,15;0,03;937,025;
19/05/2017;11,15;1,00041957;412.747.183.198,3;1006;11,15;11,14;11,15;0,025;952,924;
18/05/2017;11,15;1,00041957;402.207.994.286,64;1017;11,15;11,14;11,15;0,026;617,235;
17/05/2017;11,15;1,00041957;397.996.869.721,55;990;11,15;11,14;11,15;0,024;969,033;
16/05/2017;11,15;1,00041957;387.038.023.055,82;968;11,15;11,14;11,15;0,03;1.110,784;
15/05/2017;11,15;1,00041957;387.913.204.646,94;969;11,14;11,14;11,15;0,04;555,293;
12/05/2017;11,15;1,00041957;326.728.976.192,68;991;11,15;11,14;11,15;0,026;1.601,599;
11/05/2017;11,15;1,00041957;332.515.310.639,62;1030;11,15;11,14;11,15;0,024;1.030,917;
10/05/2017;11,15;1,00041957;342.747.228.895,15;998;11,15;11,14;11,15;0,027;1.237,452;
09/05/2017;11,15;1,00041957;341.246.729.156,22;980;11,15;11,14;11,15;0,024;258,508;
08/05/2017;11,15;1,00041957;335.111.678.013,39;1021;11,14;11,14;11,15;0,031;2.062,715;
05/05/2017;11,15;1,00041957;334.927.394.203,16;1010;11,15;11,14;11,15;0,022;1.013,683;
04/05/2017;11,15;1,00041957;347.116.149.714,17;984;11,15;11,14;11,15;0,025;2.534,261;
03/05/2017;11,15;1,00041957;351.224.353.382,03;987;11,15;11,14;11,15;0,026;3.012,947;
02/05/2017;11,15;1,00041957;342.820.997.094,06;1024;11,15;11,14;11,15;0,023;2.053,661;
28/04/2017;11,15;1,00041957;327.024.910.382,9;1059;11,14;11,14;11,15;0,046;211,608;
27/04/2017;11,15;1,00041957;345.353.990.830,13;968;11,15;11,14;11,15;0,021;1.971,026;
26/04/2017;11,15;1,00041957;336.530.534.688,63;971;11,15;11,14;11,15;0,023;1.019,761;
25/04/2017;11,15;1,00041957;362.975.012.834,18;994;11,15;11,14;11,15;0,021;1.235,815;
24/04/2017;11,15;1,00041957;350.629.532.042,74;983;11,15;11,14;11,15;0,024;1.103,827;
20/04/2017;11,15;1,00041957;383.166.430.669,54;970;11,15;11,14;11,15;0,022;545,192;
19/04/2017;11,15;1,00041957;386.804.644.829,31;995;11,15;11,14;11,15;0,02;1.747,44;
18/04/2017;11,15;1,00041957;390.835.700.903,44;1093;11,15;11,14;11,15;0,025;2.467,047;
17/04/2017;11,15;1,00041957;385.272.405.367,44;994;11,15;11,14;11,15;0,023;2.570,761;
13/04/2017;11,15;1,00041957;420.937.714.726,17;1023;11,15;11,14;11,15;0,038;592,347;
12/04/2017;12,15;1,00045513;426.858.808.208,07;992;12,15;12,14;12,15;0,039;841,924;
11/04/2017;12,15;1,00045513;401.197.024.377,31;981;12,15;12,14;12,15;0,032;732,569;
10/04/2017;12,15;1,00045513;404.606.228.200,21;977;12,15;12,14;12,15;0,02;2.234,318;
07/04/2017;12,15;1,00045513;401.353.421.338,67;968;12,15;12,14;12,15;0,019;500,69;
06/04/2017;12,15;1,00045513;407.412.672.406,96;979;12,15;12,14;12,15;0,021;498,891;
05/04/2017;12,15;1,00045513;416.958.798.951,31;967;12,15;12,14;12,15;0,02;4.797,325;
04/04/2017;12,15;1,00045513;409.826.590.801,81;973;12,15;12,14;12,15;0,024;672,69;
03/04/2017;12,15;1,00045513;399.279.434.206,03;988;12,15;12,14;12,15;0,025;1.013,062;
31/03/2017;12,15;1,00045513;318.585.583.409,53;1124;12,15;12,14;12,15;0,026;1.344,877;
30/03/2017;12,15;1,00045513;327.213.532.280,39;1029;12,15;12,14;12,15;0,021;306,316;
29/03/2017;12,15;1,00045513;321.561.309.313,13;1045;12,15;12,14;12,15;0,024;1.161,044;
28/03/2017;12,15;1,00045513;306.740.626.246,64;1083;12,14;12,14;12,15;0,027;175,31;
27/03/2017;12,15;1,00045513;307.656.348.474,34;1062;12,15;12,14;12,15;0,024;1.137,032;
24/03/2017;12,15;1,00045513;310.923.155.642,76;1020;12,15;12,14;12,15;0,024;2.457,102;
23/03/2017;12,15;1,00045513;328.867.740.868,94;1033;12,15;12,14;12,15;0,022;1.197,378;
22/03/2017;12,15;1,00045513;331.101.954.108,48;1086;12,15;12,14;12,15;0,023;1.150,606;
21/03/2017;12,15;1,00045513;324.673.541.937,3;1133;12,15;12,14;12,15;0,026;2.589,711;
20/03/2017;12,15;1,00045513;350.745.367.675,33;1042;12,15;12,14;12,15;0,023;1.864,569;
17/03/2017;12,15;1,00045513;353.876.566.630,96;977;12,15;12,14;12,15;0,024;2.356,381;
16/03/2017;12,15;1,00045513;360.870.438.116,34;964;12,15;12,14;12,15;0,022;1.320,623;
15/03/2017;12,15;1,00045513;369.808.368.416,72;1030;12,15;12,14;12,15;0,021;316,457;
14/03/2017;12,15;1,00045513;366.152.244.006,38;1085;12,14;12,14;12,15;0,038;924,602;
13/03/2017;12,15;1,00045513;360.337.521.145,13;974;12,15;12,14;12,15;0,021;337,687;
10/03/2017;12,15;1,00045513;366.232.276.080,57;1051;12,15;12,14;12,15;0,047;1.459,384;
09/03/2017;12,15;1,00045513;388.049.608.293,08;1021;12,15;12,14;12,15;0,021;1.088,749;
08/03/2017;12,15;1,00045513;371.571.478.068,04;1017;12,14;12,14;12,15;0,034;195,447;
07/03/2017;12,15;1,00045513;366.935.553.250,83;1035;12,15;12,14;12,15;0,025;2.077,368;
06/03/2017;12,15;1,00045513;356.175.404.589,62;1028;12,15;12,14;12,15;0,022;1.560,464;
03/03/2017;12,15;1,00045513;355.425.441.653,27;1043;12,15;12,14;12,15;0,021;1.746,472;
02/03/2017;12,15;1,00045513;356.120.648.771,58;996;12,15;12,14;12,15;0,027;829,389;
01/03/2017;12,15;1,00045513;340.094.521.068,03;983;12,15;12,14;12,15;0,023;1.636,946;
24/02/2017;12,15;1,00045513;330.790.824.875,78;1083;12,15;12,14;12,15;0,027;870,23;
23/02/2017;12,15;1,00045513;353.371.338.127,2;1023;12,15;12,14;12,15;0,024;2.188,848;
22/02/2017;12,9;1,00048159;361.537.886.390,71;1060;12,9;12,89;12,9;0,032;661,321;
21/02/2017;12,9;1,00048159;356.890.437.606,32;1012;12,9;12,89;12,9;0,024;329,684;
20/02/2017;12,9;1,00048159;376.030.148.006,32;1019;12,9;12,89;12,9;0,022;1.196,529;
17/02/2017;12,9;1,00048159;379.042.497.783,12;988;12,9;12,89;12,9;0,021;1.765,893;
16/02/2017;12,9;1,00048159;391.677.146.349,25;1022;12,9;12,89;12,9;0,025;761,365;
15/02/2017;12,9;1,00048159;384.095.751.318,52;1004;12,9;12,89;12,9;0,021;860,181;
14/02/2017;12,9;1,00048159;362.493.228.489,84;1057;12,9;12,89;12,9;0,026;553,292;
13/02/2017;12,9;1,00048159;368.563.454.871,81;993;12,9;12,89;12,9;0,022;288,494;
10/02/2017;12,9;1,00048159;379.546.704.762,03;1026;12,9;12,89;12,9;0,021;1.153,004;
09/02/2017;12,9;1,00048159;398.899.803.093,1;983;12,9;12,89;12,9;0,019;451,668;
08/02/2017;12,9;1,00048159;389.351.191.350,63;1002;12,9;12,89;12,9;0,023;1.024,535;
07/02/2017;12,9;1,00048159;385.121.987.238,53;1043;12,9;12,89;12,9;0,02;474,895;
06/02/2017;12,9;1,00048159;379.833.246.621,15;1057;12,9;12,89;12,9;0,021;333,603;
03/02/2017;12,9;1,00048159;379.366.374.061,4;1012;12,9;12,89;12,9;0,02;488,327;
02/02/2017;12,9;1,00048159;388.927.753.269,98;1030;12,9;12,89;12,9;0,02;321,7;
01/02/2017;12,9;1,00048159;373.550.789.655,93;1030;12,9;12,89;12,9;0,022;3.432,333;
31/01/2017;12,9;1,00048159;375.038.752.224,87;1126;12,9;12,89;12,9;0,023;1.100,412;
30/01/2017;12,9;1,00048159;388.544.897.125,68;1025;12,9;12,89;12,9;0,025;333,012;
27/01/2017;12,9;1,00048159;403.757.288.802,11;1033;12,9;12,89;12,9;0,022;292,816;
26/01/2017;12,9;1,00048159;407.309.233.596,22;1024;12,9;12,89;12,9;0,02;395,97;
25/01/2017;12,9;1,00048159;392.533.586.601,44;812;12,9;12,89;12,9;0,018;4.253,536;
24/01/2017;12,9;1,00048159;402.691.476.999,49;807;12,9;12,89;12,9;0,017;1.514,832;
23/01/2017;12,9;1,00048159;428.455.894.200,63;1034;12,9;12,89;12,9;0,022;1.020,511;
20/01/2017;12,9;1,00048159;476.047.013.374,08;986;12,9;12,89;12,9;0,024;2.513,818;
19/01/2017;12,9;1,00048159;492.818.478.433,02;999;12,9;12,89;12,9;0,02;481,736;
18/01/2017;12,9;1,00048159;482.937.132.514,76;1012;12,9;12,89;12,9;0,021;891,087;
17/01/2017;12,9;1,00048159;470.601.593.200,51;1034;12,9;12,89;12,9;0,023;431,421;
16/01/2017;12,9;1,00048159;476.240.145.047,41;1043;12,9;12,89;12,9;0,022;1.076,588;
13/01/2017;12,9;1,00048159;470.151.157.552,22;1003;12,9;12,89;12,9;0,023;419,874;
12/01/2017;12,9;1,00048159;503.036.491.245,6;946;12,9;12,89;12,9;0,022;1.601,463;
11/01/2017;13,65;1,00050788;638.692.965.779,78;982;13,65;13,64;13,65;0,025;1.834,607;
10/01/2017;13,65;1,00050788;637.230.198.553,11;964;13,65;13,64;13,65;0,035;764,771;
09/01/2017;13,65;1,00050788;616.020.437.820,74;952;13,65;13,64;13,65;0,021;743,213;
06/01/2017;13,65;1,00050788;619.223.157.523,41;944;13,65;13,64;13,65;0,026;1.285,925;
05/01/2017;13,65;1,00050788;633.291.082.696,87;964;13,65;13,64;13,65;0,02;4.492,856;
04/01/2017;13,65;1,00050788;641.944.319.690,31;936;13,65;13,64;13,65;0,023;1.533,791;
03/01/2017;13,65;1,00050788;644.861.279.191,86;987;13,65;13,64;13,65;0,019;1.560,071;
02/01/2017;13,65;1,00050788;606.680.757.174,11;1022;13,64;13,64;13,65;0,064;151,547;
30/12/2016;13,65;1,00050788;324.630.599.682,24;326;13,65;13,65;13,65;0,018;2.902,31;
29/12/2016;13,65;1,00050788;308.584.923.533,14;304;13,65;13,65;13,65;0,026;3.085,698;
28/12/2016;13,65;1,00050788;416.476.773.151,73;1072;13,65;13,64;13,65;0,027;1.065,884;
27/12/2016;13,65;1,00050788;407.852.614.840,77;1030;13,65;13,64;13,65;0,034;809,21;
26/12/2016;13,65;1,00050788;389.904.524.862,5;1028;13,65;13,64;13,65;0,037;327,773;
23/12/2016;13,65;1,00050788;391.676.587.359,15;1031;13,65;13,64;13,65;0,021;1.187,11;
22/12/2016;13,65;1,00050788;518.865.317.552,61;969;13,65;13,64;13,65;0,022;1.226,091;
21/12/2016;13,65;1,00050788;494.808.510.182,23;945;13,65;13,64;13,65;0,022;542,982;
20/12/2016;13,65;1,00050788;520.939.387.899,43;1001;13,65;13,64;13,65;0,021;1.754,505;
19/12/2016;13,65;1,00050788;523.617.212.293,91;964;13,65;13,64;13,65;0,025;971,176;
16/12/2016;13,65;1,00050788;518.842.261.289,36;931;13,65;13,64;13,65;0,021;493,138;
15/12/2016;13,65;1,00050788;523.635.128.835,56;936;13,65;13,64;13,65;0,099;15.765,018;
14/12/2016;13,65;1,00050788;515.182.293.904,39;967;13,65;13,64;13,65;0,019;1.116,762;
13/12/2016;13,65;1,00050788;508.556.106.690,86;986;13,65;13,64;13,65;0,025;1.457,991;
12/12/2016;13,65;1,00050788;517.826.451.400,86;988;13,65;13,64;13,65;0,029;685,137;
09/12/2016;13,65;1,00050788;524.331.220.399,69;934;13,65;13,64;13,65;0,019;2.714,373;
08/12/2016;13,65;1,00050788;534.182.137.992,32;934;13,65;13,64;13,65;0,02;2.380,953;
07/12/2016;13,65;1,00050788;528.929.481.330,46;934;13,65;13,64;13,65;0,019;3.519,799;
06/12/2016;13,65;1,00050788;514.232.974.681,84;965;13,65;13,64;13,65;0,023;1.691,804;
05/12/2016;13,65;1,00050788;527.414.566.906,04;965;13,65;13,64;13,65;0,019;1.230,912;
02/12/2016;13,65;1,00050788;532.852.381.617,22;985;13,65;13,64;13,65;0,021;516,601;
01/12/2016;13,65;1,00050788;537.353.621.500,83;1115;13,64;13,64;13,65;0,038;448,409;
30/11/2016;13,9;1,00051660;342.169.933.625,43;1146;13,9;13,89;13,9;0,031;1.712,019;
29/11/2016;13,9;1,00051660;346.703.632.790,54;1113;13,89;13,89;13,9;0,035;174,781;
28/11/2016;13,9;1,00051660;340.339.920.025,55;1115;13,9;13,89;13,9;0,023;343,861;
25/11/2016;13,9;1,00051660;350.152.543.768,68;1075;13,9;13,89;13,9;0,032;395,411;
24/11/2016;13,9;1,00051660;349.265.252.939,02;1061;13,9;13,89;13,9;0,024;843,728;
23/11/2016;13,9;1,00051660;348.537.658.845,92;1077;13,9;13,89;13,9;0,025;1.073,32;
22/11/2016;13,9;1,00051660;348.259.619.627,99;1110;13,9;13,89;13,9;0,035;588,235;
21/11/2016;13,9;1,00051660;356.007.359.425,36;1083;13,9;13,89;13,9;0,025;408,615;
18/11/2016;13,9;1,00051660;397.374.152.418,85;1119;13,9;13,89;13,9;0,024;1.019,666;
17/11/2016;13,9;1,00051660;401.664.411.886,07;1075;13,9;13,89;13,9;0,025;911,33;
16/11/2016;13,9;1,00051660;396.295.995.204,01;1081;13,9;13,89;13,9;0,031;523,891;
14/11/2016;13,9;1,00051660;362.251.186.910,58;1131;13,9;13,89;13,9;0,023;328,325;
11/11/2016;13,9;1,00051660;359.763.823.246,91;1069;13,9;13,89;13,9;0,027;263,822;
10/11/2016;13,9;1,00051660;365.594.198.088,13;1081;13,9;13,89;13,9;0,026;1.619,645;
09/11/2016;13,9;1,00051660;364.833.959.808,94;1036;13,9;13,89;13,9;0,023;1.163,576;
08/11/2016;13,9;1,00051660;359.319.114.931,9;1051;13,9;13,89;13,9;0,026;900,591;
07/11/2016;13,9;1,00051660;358.816.932.151,87;1108;13,9;13,89;13,9;0,022;453,95;
04/11/2016;13,9;1,00051660;352.411.930.734,04;1059;13,9;13,89;13,9;0,024;447,744;
03/11/2016;13,9;1,00051660;361.713.251.997,57;1046;13,9;13,89;13,9;0,027;4.389,152;
01/11/2016;13,9;1,00051660;354.385.266.249,29;1086;13,9;13,89;13,9;0,03;973,197;
31/10/2016;13,9;1,00051660;345.310.789.519,57;1109;13,9;13,89;13,9;0,028;430,493;
28/10/2016;13,9;1,00051660;359.860.955.184,02;1053;13,9;13,89;13,9;0,027;252,514;
27/10/2016;13,9;1,00051660;375.757.359.285,72;1056;13,9;13,89;13,9;0,024;1.260,372;
26/10/2016;13,9;1,00051660;381.123.762.418,52;1051;13,9;13,89;13,9;0,026;1.286,834;
25/10/2016;13,9;1,00051660;405.696.331.287,93;1084;13,9;13,89;13,9;0,034;829,096;
24/10/2016;13,9;1,00051660;413.843.383.617,76;1035;13,89;13,89;13,9;0,241;876,715;
21/10/2016;13,9;1,00051660;422.265.048.866,73;1007;13,9;13,89;13,9;0,035;644,179;
20/10/2016;13,9;1,00051660;469.801.162.833,18;977;13,9;13,89;13,9;0,029;879,926;
19/10/2016;14,15;1,00052531;490.505.263.991,04;967;14,15;14,14;14,15;0,03;635,284;
18/10/2016;14,15;1,00052531;473.324.410.050,31;1053;14,15;14,14;14,15;0,035;353,1;
17/10/2016;14,15;1,00052531;476.581.767.091,22;1064;14,15;14,14;14,15;0,022;408,807;
14/10/2016;14,15;1,00052531;470.349.129.792,04;967;14,15;14,14;14,15;0,025;606,255;
13/10/2016;14,15;1,00052531;491.782.504.002,18;1015;14,15;14,14;14,15;0,025;1.088,927;
11/10/2016;14,15;1,00052531;513.462.853.674,94;1222;14,07;14,14;14,15;0,56;47,922;
10/10/2016;14,15;1,00052531;498.723.693.220,99;955;14,15;14,14;14,15;0,018;607,885;
07/10/2016;14,15;1,00052531;513.031.613.646,28;1012;14,15;14,14;14,15;0,017;511,123;
06/10/2016;14,15;1,00052531;521.267.981.329,93;974;14,15;14,14;14,15;0,019;1.484,399;
05/10/2016;14,15;1,00052531;525.786.351.934,55;999;14,15;14,14;14,15;0,016;4.320,957;
04/10/2016;14,15;1,00052531;517.939.400.203,13;1024;14,15;14,14;14,15;0,022;455,961;
03/10/2016;14,15;1,00052531;535.098.835.914,08;970;14,15;14,14;14,15;0,018;3.037,285;
30/09/2016;14,15;1,00052531;371.718.092.466,11;1130;14,15;14,14;14,15;0,024;2.516,556;
29/09/2016;14,15;1,00052531;369.939.307.553,83;1051;14,15;14,14;14,15;0,022;1.154,441;
28/09/2016;14,15;1,00052531;379.953.971.554,36;1073;14,15;14,14;14,15;0,022;2.732,444;
27/09/2016;14,15;1,00052531;391.360.965.618,34;1064;14,15;14,14;14,15;0,024;477,839;
26/09/2016;14,15;1,00052531;400.492.607.573,84;1059;14,15;14,14;14,15;0,018;590,809;
23/09/2016;14,15;1,00052531;396.965.741.791,48;1055;14,15;14,14;14,15;0,024;3.192,664;
22/09/2016;14,15;1,00052531;393.460.300.044,08;1018;14,15;14,14;14,15;0,019;559,385;
21/09/2016;14,15;1,00052531;416.623.703.463,53;1019;14,15;14,14;14,15;0,021;2.581,439;
20/09/2016;14,15;1,00052531;414.938.376.746,95;1017;14,15;14,14;14,15;0,021;1.061,601;
19/09/2016;14,15;1,00052531;419.214.368.711,68;928;14,15;14,14;14,15;0,019;1.573,614;
16/09/2016;14,15;1,00052531;438.947.778.232,9;1000;14,15;14,14;14,15;0,022;608,337;
15/09/2016;14,15;1,00052531;461.545.035.757,06;944;14,15;14,14;14,15;0,017;685,743;
14/09/2016;14,15;1,00052531;449.475.133.210,25;915;14,15;14,14;14,15;0,017;519,757;
13/09/2016;14,15;1,00052531;447.382.264.958,62;927;14,15;14,14;14,15;0,019;2.950,967;
12/09/2016;14,15;1,00052531;447.106.211.655,95;981;14,15;14,14;14,15;0,022;659,774;
09/09/2016;14,15;1,00052531;432.106.013.877,6;958;14,15;14,14;14,15;0,02;555,85;
08/09/2016;14,15;1,00052531;452.507.296.928,74;978;14,15;14,14;14,15;0,019;626,555;
06/09/2016;14,15;1,00052531;426.716.540.304,3;984;14,15;14,14;14,15;0,02;2.385,417;
05/09/2016;14,15;1,00052531;427.906.303.842,98;882;14,15;14,14;14,15;0,019;521,066;
02/09/2016;14,15;1,00052531;426.881.105.934,28;894;14,15;14,14;14,15;0,018;1.834,085;
01/09/2016;14,15;1,00052531;443.791.505.766,12;943;14,15;14,14;14,15;0,019;2.507,583;
31/08/2016;14,15;1,00052531;445.769.721.248,03;899;14,15;14,14;14,15;0,027;1.679,297;
30/08/2016;14,15;1,00052531;450.861.958.148,52;866;14,15;14,14;14,15;0,019;745,863;
29/08/2016;14,15;1,00052531;474.728.923.065,1;912;14,15;14,14;14,15;0,018;424,46;
26/08/2016;14,15;1,00052531;469.741.129.907,29;885;14,15;14,14;14,15;0,018;519,947;
25/08/2016;14,15;1,00052531;492.482.008.361,59;912;14,15;14,14;14,15;0,018;5.606,902;
24/08/2016;14,15;1,00052531;476.920.819.821,79;901;14,15;14,14;14,15;0,019;1.593,801;
23/08/2016;14,15;1,00052531;472.067.279.517,22;904;14,15;14,14;14,15;0,023;517,437;
22/08/2016;14,15;1,00052531;468.520.805.184,3;925;14,15;14,14;14,15;0,018;597,752;
19/08/2016;14,15;1,00052531;528.105.889.201,12;948;14,15;14,14;14,15;0,021;691,093;
18/08/2016;14,15;1,00052531;532.641.214.943,49;922;14,15;14,14;14,15;0,018;537,225;
17/08/2016;14,15;1,00052531;523.164.654.534,32;914;14,15;14,14;14,15;0,018;458,878;
16/08/2016;14,15;1,00052531;522.983.084.414,71;966;14,15;14,14;14,15;0,027;1.686,209;
15/08/2016;14,15;1,00052531;522.218.974.792,76;964;14,15;14,14;14,15;0,021;825,697;
12/08/2016;14,15;1,00052531;414.735.272.339,22;940;14,15;14,14;14,15;0,021;516,525;
11/08/2016;14,15;1,00052531;428.694.292.845,18;952;14,15;14,14;14,15;0,021;1.954,634;
10/08/2016;14,15;1,00052531;428.649.664.539,14;969;14,15;14,14;14,15;0,022;1.412,345;
09/08/2016;14,15;1,00052531;410.815.203.956,51;1011;14,15;14,14;14,15;0,026;400,366;
08/08/2016;14,15;1,00052531;409.119.731.916,11;1039;14,15;14,14;14,15;0,024;330,945;
05/08/2016;14,15;1,00052531;404.621.364.507,38;1007;14,15;14,14;14,15;0,023;384,27;
04/08/2016;14,15;1,00052531;429.761.240.056,65;963;14,15;14,14;14,15;0,021;458,716;
03/08/2016;14,15;1,00052531;435.665.209.390,8;961;14,15;14,14;14,15;0,028;675,704;
02/08/2016;14,15;1,00052531;436.326.897.647,78;1039;14,15;14,14;14,15;0,024;297,243;
01/08/2016;14,15;1,00052531;422.432.959.368,17;1026;14,15;14,14;14,15;0,028;1.010,363;
29/07/2016;14,15;1,00052531;412.725.613.856,57;1042;14,15;14,14;14,15;0,022;432,282;
28/07/2016;14,15;1,00052531;423.896.458.018,89;1021;14,15;14,14;14,15;0,02;422,367;
27/07/2016;14,15;1,00052531;412.684.236.471,28;1019;14,15;14,14;14,15;0,025;1.663,736;
26/07/2016;14,15;1,00052531;397.563.861.792,51;1041;14,15;14,14;14,15;0,025;2.163,086;
25/07/2016;14,15;1,00052531;418.257.401.498,96;1018;14,15;14,14;14,15;0,029;822,025;
22/07/2016;14,15;1,00052531;422.482.114.607,44;1025;14,15;14,14;14,15;0,021;456,251;
21/07/2016;14,15;1,00052531;437.564.144.529,21;1056;14,15;14,14;14,15;0,029;1.271,348;
20/07/2016;14,15;1,00052531;529.385.989.696,77;911;14,15;14,14;14,15;0,033;885,462;
19/07/2016;14,15;1,00052531;544.306.246.179,29;975;14,15;14,14;14,15;0,025;1.764,88;
18/07/2016;14,15;1,00052531;520.510.081.894,73;950;14,15;14,14;14,15;0,027;1.502,45;
15/07/2016;14,15;1,00052531;519.100.009.619,15;988;14,15;14,14;14,15;0,025;654,24;
14/07/2016;14,15;1,00052531;527.625.111.516,96;965;14,15;14,14;14,15;0,026;524,634;
13/07/2016;14,15;1,00052531;534.452.724.922,44;983;14,15;14,14;14,15;0,024;661,885;
12/07/2016;14,15;1,00052531;532.579.358.350,56;960;14,15;14,14;14,15;0,028;4.707,998;
11/07/2016;14,15;1,00052531;528.315.255.644,69;935;14,15;14,14;14,15;0,025;588,636;
08/07/2016;14,15;1,00052531;541.891.401.196,83;968;14,15;14,14;14,15;0,025;1.316,231;
07/07/2016;14,15;1,00052531;535.138.146.206,96;1020;14,14;14,14;14,15;0,042;496,062;
06/07/2016;14,15;1,00052531;522.744.783.218,95;977;14,15;14,14;14,15;0,025;1.425,556;
05/07/2016;14,15;1,00052531;530.006.512.316,2;983;14,15;14,14;14,15;0,019;528,798;
04/07/2016;14,15;1,00052531;485.684.040.465,98;978;14,15;14,14;14,15;0,026;1.248,318;
01/07/2016;14,15;1,00052531;463.098.188.670,42;1062;14,15;14,14;14,15;0,037;355,724;
30/06/2016;14,15;1,00052531;402.642.641.911,51;1127;14,15;14,14;14,15;0,029;1.380,707;
29/06/2016;14,15;1,00052531;396.674.095.710,06;1035;14,15;14,14;14,15;0,024;528,968;
